05;ANTIOQUIA;05001;MEDELLÍN;Municipio
05;ANTIOQUIA;05002;ABEJORRAL;Municipio
05;ANTIOQUIA;05004;ABRIAQUÍ;Municipio
05;ANTIOQUIA;05021;ALEJANDRÍA;Municipio
05;ANTIOQUIA;05030;AMAGÁ;Municipio
05;ANTIOQUIA;05031;AMALFI;Municipio
05;ANTIOQUIA;05034;ANDES;Municipio
05;ANTIOQUIA;05036;ANGELÓPOLIS;Municipio
05;ANTIOQUIA;05038;ANGOSTURA;Municipio
05;ANTIOQUIA;05040;ANORÍ;Municipio
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;Municipio
05;ANTIOQUIA;05044;ANZÁ;Municipio
05;ANTIOQUIA;05045;APARTADÓ;Municipio
05;ANTIOQUIA;05051;ARBOLETES;Municipio
05;ANTIOQUIA;05055;ARGELIA;Municipio
05;ANTIOQUIA;05059;ARMENIA;Municipio
05;ANTIOQUIA;05079;BARBOSA;Municipio
05;ANTIOQUIA;05086;BELMIRA;Municipio
05;ANTIOQUIA;05088;BELLO;Municipio
05;ANTIOQUIA;05091;BETANIA;Municipio
05;ANTIOQUIA;05093;BETULIA;Municipio
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;Municipio
05;ANTIOQUIA;05107;BRICEÑO;Municipio
05;ANTIOQUIA;05113;BURITICÁ;Municipio
05;ANTIOQUIA;05120;CÁCERES;Municipio
05;ANTIOQUIA;05125;CAICEDO;Municipio
05;ANTIOQUIA;05129;CALDAS;Municipio
05;ANTIOQUIA;05134;CAMPAMENTO;Municipio
05;ANTIOQUIA;05138;CAÑASGORDAS;Municipio
05;ANTIOQUIA;05142;CARACOLÍ;Municipio
05;ANTIOQUIA;05145;CARAMANTA;Municipio
05;ANTIOQUIA;05147;CAREPA;Municipio
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;Municipio
05;ANTIOQUIA;05150;CAROLINA;Municipio
05;ANTIOQUIA;05154;CAUCASIA;Municipio
05;ANTIOQUIA;05172;CHIGORODÓ;Municipio
05;ANTIOQUIA;05190;CISNEROS;Municipio
05;ANTIOQUIA;05197;COCORNÁ;Municipio
05;ANTIOQUIA;05206;CONCEPCIÓN;Municipio
05;ANTIOQUIA;05209;CONCORDIA;Municipio
05;ANTIOQUIA;05212;COPACABANA;Municipio
05;ANTIOQUIA;05234;DABEIBA;Municipio
05;ANTIOQUIA;05237;DONMATÍAS;Municipio
05;ANTIOQUIA;05240;EBÉJICO;Municipio
05;ANTIOQUIA;05250;EL BAGRE;Municipio
05;ANTIOQUIA;05264;ENTRERRÍOS;Municipio
05;ANTIOQUIA;05266;ENVIGADO;Municipio
05;ANTIOQUIA;05282;FREDONIA;Municipio
05;ANTIOQUIA;05284;FRONTINO;Municipio
05;ANTIOQUIA;05306;GIRALDO;Municipio
05;ANTIOQUIA;05308;GIRARDOTA;Municipio
05;ANTIOQUIA;05310;GÓMEZ PLATA;Municipio
05;ANTIOQUIA;05313;GRANADA;Municipio
05;ANTIOQUIA;05315;GUADALUPE;Municipio
05;ANTIOQUIA;05318;GUARNE;Municipio
05;ANTIOQUIA;05321;GUATAPÉ;Municipio
05;ANTIOQUIA;05347;HELICONIA;Municipio
05;ANTIOQUIA;05353;HISPANIA;Municipio
05;ANTIOQUIA;05360;ITAGÜÍ;Municipio
05;ANTIOQUIA;05361;ITUANGO;Municipio
05;ANTIOQUIA;05364;JARDÍN;Municipio
05;ANTIOQUIA;05368;JERICÓ;Municipio
05;ANTIOQUIA;05376;LA CEJA;Municipio
05;ANTIOQUIA;05380;LA ESTRELLA;Municipio
05;ANTIOQUIA;05390;LA PINTADA;Municipio
05;ANTIOQUIA;05400;LA UNIÓN;Municipio
05;ANTIOQUIA;05411;LIBORINA;Municipio
05;ANTIOQUIA;05425;MACEO;Municipio
05;ANTIOQUIA;05440;MARINILLA;Municipio
05;ANTIOQUIA;05467;MONTEBELLO;Municipio
05;ANTIOQUIA;05475;MURINDÓ;Municipio
05;ANTIOQUIA;05480;MUTATÁ;Municipio
05;ANTIOQUIA;05483;NARIÑO;Municipio
05;ANTIOQUIA;05490;NECOCLÍ;Municipio
05;ANTIOQUIA;05495;NECHÍ;Municipio
05;ANTIOQUIA;05501;OLAYA;Municipio
05;ANTIOQUIA;05541;PEÑOL;Municipio
05;ANTIOQUIA;05543;PEQUE;Municipio
05;ANTIOQUIA;05576;PUEBLORRICO;Municipio
05;ANTIOQUIA;05579;PUERTO BERRÍO;Municipio
05;ANTIOQUIA;05585;PUERTO NARE;Municipio
05;ANTIOQUIA;05591;PUERTO TRIUNFO;Municipio
05;ANTIOQUIA;05604;REMEDIOS;Municipio
05;ANTIOQUIA;05607;RETIRO;Municipio
05;ANTIOQUIA;05615;RIONEGRO;Municipio
05;ANTIOQUIA;05628;SABANALARGA;Municipio
05;ANTIOQUIA;05631;SABANETA;Municipio
05;ANTIOQUIA;05642;SALGAR;Municipio
05;ANTIOQUIA;05647;SAN ANDRÉS DE CUERQUÍA;Municipio
05;ANTIOQUIA;05649;SAN CARLOS;Municipio
05;ANTIOQUIA;05652;SAN FRANCISCO;Municipio
05;ANTIOQUIA;05656;SAN JERÓNIMO;Municipio
05;ANTIOQUIA;05658;SAN JOSÉ DE LA MONTAÑA;Municipio
05;ANTIOQUIA;05659;SAN JUAN DE URABÁ;Municipio
05;ANTIOQUIA;05660;SAN LUIS;Municipio
05;ANTIOQUIA;05664;SAN PEDRO DE LOS MILAGROS;Municipio
05;ANTIOQUIA;05665;SAN PEDRO DE URABÁ;Municipio
05;ANTIOQUIA;05667;SAN RAFAEL;Municipio
05;ANTIOQUIA;05670;SAN ROQUE;Municipio
05;ANTIOQUIA;05674;SAN VICENTE FERRER;Municipio
05;ANTIOQUIA;05679;SANTA BÁRBARA;Municipio
05;ANTIOQUIA;05686;SANTA ROSA DE OSOS;Municipio
05;ANTIOQUIA;05690;SANTO DOMINGO;Municipio
05;ANTIOQUIA;05697;EL SANTUARIO;Municipio
05;ANTIOQUIA;05736;SEGOVIA;Municipio
05;ANTIOQUIA;05756;SONSÓN;Municipio
05;ANTIOQUIA;05761;SOPETRÁN;Municipio
05;ANTIOQUIA;05789;TÁMESIS;Municipio
05;ANTIOQUIA;05790;TARAZÁ;Municipio
05;ANTIOQUIA;05792;TARSO;Municipio
05;ANTIOQUIA;05809;TITIRIBÍ;Municipio
05;ANTIOQUIA;05819;TOLEDO;Municipio
05;ANTIOQUIA;05837;TURBO;Municipio
05;ANTIOQUIA;05842;URAMITA;Municipio
05;ANTIOQUIA;05847;URRAO;Municipio
05;ANTIOQUIA;05854;VALDIVIA;Municipio
05;ANTIOQUIA;05856;VALPARAÍSO;Municipio
05;ANTIOQUIA;05858;VEGACHÍ;Municipio
05;ANTIOQUIA;05861;VENECIA;Municipio
05;ANTIOQUIA;05873;VIGÍA DEL FUERTE;Municipio
05;ANTIOQUIA;05885;YALÍ;Municipio
05;ANTIOQUIA;05887;YARUMAL;Municipio
05;ANTIOQUIA;05890;YOLOMBÓ;Municipio
05;ANTIOQUIA;05893;YONDÓ;Municipio
05;ANTIOQUIA;05895;ZARAGOZA;Municipio
08;ATLÁNTICO;08001;BARRANQUILLA;Municipio
08;ATLÁNTICO;08078;BARANOA;Municipio
08;ATLÁNTICO;08137;CAMPO DE LA CRUZ;Municipio
08;ATLÁNTICO;08141;CANDELARIA;Municipio
08;ATLÁNTICO;08296;GALAPA;Municipio
08;ATLÁNTICO;08372;JUAN DE ACOSTA;Municipio
08;ATLÁNTICO;08421;LURUACO;Municipio
08;ATLÁNTICO;08433;MALAMBO;Municipio
08;ATLÁNTICO;08436;MANATÍ;Municipio
08;ATLÁNTICO;08520;PALMAR DE VARELA;Municipio
08;ATLÁNTICO;08549;PIOJÓ;Municipio
08;ATLÁNTICO;08558;POLONUEVO;Municipio
08;ATLÁNTICO;08560;PONEDERA;Municipio
08;ATLÁNTICO;08573;PUERTO COLOMBIA;Municipio
08;ATLÁNTICO;08606;REPELÓN;Municipio
08;ATLÁNTICO;08634;SABANAGRANDE;Municipio
08;ATLÁNTICO;08638;SABANALARGA;Municipio
08;ATLÁNTICO;08675;SANTA LUCÍA;Municipio
08;ATLÁNTICO;08685;SANTO TOMÁS;Municipio
08;ATLÁNTICO;08758;SOLEDAD;Municipio
08;ATLÁNTICO;08770;SUAN;Municipio
08;ATLÁNTICO;08832;TUBARÁ;Municipio
08;ATLÁNTICO;08849;USIACURÍ;Municipio
11;BOGOTÁ, D.C.;11001;BOGOTÁ, D.C.;Municipio
13;BOLÍVAR;13001;CARTAGENA DE INDIAS;Municipio
13;BOLÍVAR;13006;ACHÍ;Municipio
13;BOLÍVAR;13030;ALTOS DEL ROSARIO;Municipio
13;BOLÍVAR;13042;ARENAL;Municipio
13;BOLÍVAR;13052;ARJONA;Municipio
13;BOLÍVAR;13062;ARROYOHONDO;Municipio
13;BOLÍVAR;13074;BARRANCO DE LOBA;Municipio
